tick,aep_active,aep_hyperactive,alpha_protein_gut,tau_protein_gut,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory
247,44,56,164,151,272,298,0,0,29,345613,45,211,189,388,1550,62,4009,15320,4000,15232,4258,4156
248,44,56,164,151,272,298,0,0,29,349375,45,211,189,388,1549,63,4244,15351,4276,15243,4259,4156
249,44,56,164,151,272,298,0,0,29,329615,35,211,189,388,1549,63,4409,15380,4456,15290,4260,4156
250,44,56,164,151,272,298,0,0,29,353039,57,211,189,388,1549,63,4591,15409,4596,15340,4261,4156
251,44,56,164,151,272,298,0,0,30,373031,48,212,188,388,1549,63,4692,15463,4607,15409,4261,4157
252,44,56,164,151,272,298,0,0,30,93480,36083,212,188,388,1549,63,4104,15674,3921,15622,4261,4158
253,44,56,163,151,274,298,0,0,30,23159,67289,212,188,388,1549,63,4329,15708,4222,15630,4261,4159
254,44,56,163,150,274,300,0,0,30,6194,100037,213,187,388,1548,64,4421,15767,4389,15667,4261,4160
255,44,56,163,150,274,300,0,0,30,1517,132369,213,187,387,1549,64,4528,15818,4549,15707,4262,4160
256,44,56,163,147,274,306,0,0,30,445,164993,213,187,387,1549,64,4656,15851,4656,15783,4263,4160
257,42,58,163,146,274,308,0,0,28,155,195769,214,186,386,1550,64,4108,16040,4049,15987,4263,4161
258,42,58,162,145,276,310,0,0,28,265482,134,214,186,386,1550,64,4393,16063,4211,16025,4263,4162
259,42,58,162,145,276,310,0,0,29,340985,42,214,186,386,1550,64,4493,16107,4344,16083,4264,4162
260,42,58,162,143,276,314,0,0,29,344897,41,214,186,386,1550,64,4583,16161,4495,16127,4265,4162
261,42,58,161,143,278,314,0,0,30,352940,48,214,186,386,1550,64,4657,16222,4636,16172,4266,4162
262,42,58,161,142,278,316,0,0,30,93954,32535,214,186,386,1550,64,4119,16415,4042,16364,4267,4162
263,42,58,161,141,278,318,0,0,31,23618,67565,213,187,386,1550,64,4365,16433,4198,16417,4267,4163
264,42,58,161,138,278,324,0,0,31,5906,100312,212,188,386,1550,64,4519,16471,4362,16460,4267,4164
265,40,60,160,137,280,326,0,0,29,266549,74,211,189,386,1550,64,4693,16496,4479,16517,4267,4165
266,40,60,160,137,280,326,0,0,29,330780,48,211,189,385,1551,64,4684,16577,4679,16549,4268,4165
267,40,60,160,137,280,326,0,0,30,88104,34276,211,189,385,1551,64,4020,16792,4088,16749,4268,4166
268,40,60,159,137,282,326,0,0,30,21626,68952,211,189,385,1551,64,4249,16821,4308,16784,4268,4167
269,39,61,159,137,282,326,0,0,29,269361,125,210,190,385,1551,64,4417,16855,4415,16841,4268,4168
270,39,61,159,136,282,328,0,0,29,325199,48,210,190,385,1551,64,4625,16892,4549,16877,4268,4169
271,39,61,158,136,284,328,0,0,30,358874,48,211,189,385,1551,64,4699,16951,4618,16931,4269,4169
272,39,61,158,136,284,328,0,0,30,90583,31392,210,190,385,1551,64,3979,17176,4026,17140,4269,4170
273,39,61,157,135,286,330,0,0,30,24528,63876,210,190,385,1551,64,4212,17186,4264,17180,4269,4171
274,39,61,157,134,286,332,0,0,30,6033,97418,210,190,385,1551,64,4425,17215,4418,17222,4270,4171
275,38,62,157,133,286,330,0,1,29,271393,82,210,190,385,1551,64,4618,17248,4497,17278,4271,4171
276,38,62,157,132,286,332,0,1,29,338893,44,208,192,385,1551,64,4644,17299,4682,17320,4272,4171
277,38,62,157,132,286,332,0,1,30,89263,31712,208,192,385,1551,64,3955,17524,4080,17509,4273,4171
278,38,62,157,131,286,334,0,1,30,20478,67177,207,193,385,1551,64,4249,17534,4361,17523,4273,4172
279,37,63,156,130,288,336,0,1,29,5050,99262,207,193,385,1551,64,4360,17591,4462,17567,4274,4172
280,37,63,153,129,294,338,0,1,29,263883,86,210,190,385,1551,64,4577,17613,4584,17611,4275,4172
281,37,63,150,129,300,338,0,1,29,326916,43,209,191,385,1551,64,4661,17663,4705,17664,4276,4172
282,37,63,150,129,300,338,0,1,29,342967,51,209,191,385,1551,64,4047,17848,4110,17876,4277,4172
283,37,63,149,127,302,342,0,1,29,344487,40,209,191,385,1551,64,4287,17867,4297,17912,4277,4173
284,37,63,148,127,304,342,0,1,29,355051,45,209,191,385,1551,64,4380,17915,4430,17960,4277,4174
285,37,63,148,127,304,342,0,1,30,91906,33420,208,192,385,1551,64,4533,17952,4563,18006,4277,4175
286,37,63,148,127,304,342,0,1,30,23706,66745,209,191,385,1551,64,4560,18009,4694,18051,4277,4176
287,36,64,146,127,308,342,0,1,29,280547,91,208,192,385,1551,64,4014,18200,4057,18260,4277,4177
288,36,64,146,126,308,344,0,1,29,338961,55,208,192,385,1551,64,4173,18226,4358,18284,4277,4178
289,36,64,146,126,308,344,0,1,30,353697,42,208,192,385,1551,64,4424,18229,4439,18351,4278,4178
290,36,64,144,126,312,344,0,1,30,90602,32188,209,191,385,1551,64,4577,18267,4488,18409,4279,4178
291,35,65,144,126,312,344,0,1,29,23322,66285,209,191,385,1551,64,4638,18328,4614,18448,4280,4178
292,35,65,144,126,312,344,0,1,29,273166,74,209,191,385,1551,64,4043,18538,4013,18645,4280,4179
293,35,65,143,126,314,344,0,1,29,343733,47,209,191,385,1551,64,4280,18560,4265,18671,4280,4180
294,35,65,142,125,316,346,0,1,29,338764,45,209,191,385,1551,64,4339,18620,4405,18704,4280,4181
295,35,65,142,125,316,346,0,1,29,351309,40,209,191,385,1551,64,4531,18663,4559,18733,4280,4182
296,35,65,140,125,320,346,0,1,29,352116,45,208,192,385,1551,64,4608,18718,4619,18796,4280,4183
297,35,65,140,125,320,346,0,1,29,358094,43,208,192,385,1551,64,3995,18913,3969,19018,4280,4184
298,35,65,139,125,322,346,0,1,29,362834,43,208,192,385,1551,64,4271,18938,4234,19023,4281,4184
299,35,65,139,125,322,346,0,1,29,356137,46,208,192,385,1551,64,4414,18997,4456,19033,4282,4184
300,35,65,139,125,322,346,0,1,29,351111,49,207,193,385,1551,64,4531,19042,4608,19072,4282,4185
301,35,65,139,125,322,346,0,1,30,90357,32033,207,193,385,1551,64,4675,19093,4714,19108,4282,4186
302,35,65,139,124,322,348,0,1,30,21243,66233,207,193,385,1551,64,3991,19317,4021,19321,4283,4186
303,34,66,139,124,322,348,0,1,29,5579,100388,208,192,385,1551,64,4222,19334,4190,19372,4284,4186
304,34,66,138,122,324,352,0,1,29,267567,88,209,191,385,1551,64,4397,19370,4416,19398,4284,4187
305,34,66,137,121,326,354,0,1,30,325907,45,208,192,385,1551,64,4590,19416,4511,19438,4284,4188
306,34,66,137,121,326,354,0,1,30,89140,33482,208,192,385,1551,64,4715,19471,4683,19457,4284,4189
307,33,67,137,121,326,354,0,1,29,21100,65322,208,192,385,1551,64,4087,19676,4113,19655,4284,4190
308,33,67,137,121,326,354,0,1,29,268934,82,208,192,385,1551,64,4245,19711,4392,19673,4284,4191
309,33,67,137,120,326,356,0,1,30,339702,50,208,192,385,1551,64,4429,19733,4463,19738,4284,4192
310,33,67,135,120,330,356,0,1,30,77153,31360,208,192,385,1550,65,4524,19778,4653,19772,4285,4192
311,33,67,135,120,330,355,0,1,30,20274,65113,209,191,385,1550,65,4643,19831,4782,19805,4285,4193
312,33,67,134,119,332,357,0,1,30,5205,100227,210,190,385,1550,65,4031,20035,4068,20031,4286,4193
313,33,67,133,119,334,357,0,1,30,1616,132451,210,190,385,1550,65,4250,20077,4323,20038,4287,4193
314,33,67,132,119,336,357,0,1,30,445,165983,210,190,385,1550,65,4438,20100,4453,20094,4287,4194
315,32,68,132,119,336,357,0,1,29,165,197308,210,190,385,1550,65,4561,20132,4600,20145,4287,4195
316,32,68,132,119,336,357,0,1,29,257051,139,210,190,385,1550,65,4675,20188,4667,20200,4288,4195
317,32,68,132,119,336,357,0,1,29,332926,40,211,189,385,1550,65,4070,20382,4086,20399,4289,4195
318,32,68,129,118,342,359,0,1,29,337244,50,213,187,385,1550,65,4233,20420,4270,20440,4289,4196
319,32,68,129,118,342,359,0,1,30,83068,35124,214,186,385,1550,65,4436,20431,4403,20502,4290,4196
320,32,68,129,118,342,359,0,1,30,18851,69455,213,187,385,1550,65,4607,20460,4487,20565,4290,4197
321,30,70,129,118,342,359,0,1,28,268799,74,213,187,385,1550,65,4678,20512,4577,20624,4290,4198
322,30,70,128,117,344,361,0,1,28,325176,45,213,187,385,1550,65,3949,20744,4044,20799,4291,4198
323,30,70,127,117,346,361,0,1,29,348095,44,213,187,385,1550,65,4173,20765,4274,20836,4292,4198
324,30,70,127,117,346,361,0,1,29,341925,38,212,188,385,1550,65,4379,20801,4376,20880,4293,4198
325,30,70,127,115,346,365,0,1,30,82060,32462,212,188,385,1550,65,4480,20848,4600,20911,4293,4199
326,30,70,126,113,348,369,0,1,30,24958,64203,212,188,385,1550,65,4655,20894,4658,20963,4294,4199
327,30,70,125,113,350,369,0,1,30,6758,100363,211,189,385,1550,65,4029,21098,4049,21158,4295,4199
328,30,70,125,113,350,369,0,1,30,1732,136330,211,189,385,1550,65,4316,21116,4327,21164,4296,4199
329,28,72,124,113,352,369,0,1,28,465,169561,210,190,385,1550,65,4440,21165,4505,21198,4296,4200
330,28,72,124,113,352,369,0,1,28,260812,129,208,192,385,1550,65,4524,21218,4601,21249,4296,4201
331,28,72,124,112,352,371,0,1,29,319840,45,209,191,385,1549,66,4668,21257,4745,21285,4296,4202
332,28,72,124,112,352,371,0,1,29,357204,46,210,190,385,1549,66,4089,21456,4042,21499,4297,4202
333,28,72,124,111,352,373,0,1,29,351917,43,210,190,384,1550,66,4382,21469,4227,21539,4298,4202
334,28,72,122,111,356,373,0,1,29,345920,40,210,190,384,1550,66,4509,21508,4417,21576,4299,4202
335,28,72,121,110,358,375,0,1,29,347138,46,210,190,384,1550,66,4643,21555,4574,21606,4299,4203
336,28,72,121,109,358,377,0,1,29,350915,42,210,190,384,1550,66,4768,21609,4661,21650,4300,4203
337,28,72,120,109,360,377,0,1,29,357698,58,210,190,384,1550,66,4133,21811,4060,21844,4301,4203
338,28,72,120,109,360,377,0,1,29,348104,49,210,190,384,1550,66,4321,21831,4368,21862,4302,4203
339,28,72,120,109,360,377,0,1,30,85415,32748,211,189,384,1550,66,4503,21863,4481,21907,4302,4204
340,28,72,120,108,360,379,0,1,30,22171,65738,211,189,384,1550,66,4627,21900,4559,21972,4303,4204
341,26,74,120,108,360,379,0,1,28,4899,98792,211,189,384,1550,66,4693,21966,4645,22017,4303,4205
342,26,74,119,108,362,379,0,1,28,265975,78,211,189,384,1550,66,4105,22169,3974,22229,4303,4206
343,26,74,119,107,362,381,0,1,29,334817,43,211,189,384,1550,66,4365,22172,4245,22257,4304,4206
344,26,74,118,106,364,383,0,1,29,359151,51,212,188,384,1550,66,4485,22195,4398,22314,4305,4206
345,26,74,118,105,364,385,0,1,30,77084,32305,212,188,383,1551,66,4604,22246,4512,22360,4305,4207
346,26,74,117,105,366,385,0,1,30,19398,67491,212,188,383,1551,66,4692,22292,4554,22426,4305,4208
347,24,76,117,105,366,385,0,1,28,265907,69,212,188,383,1551,66,4065,22510,4004,22604,4306,4208
348,24,76,116,105,368,385,0,1,28,310007,48,212,188,383,1551,66,4289,22558,4208,22612,4306,4209
349,24,76,115,104,370,387,0,1,28,348976,47,212,188,383,1551,66,4355,22614,4388,22652,4307,4209
350,24,76,115,104,370,387,0,1,28,335985,48,212,188,383,1551,66,4507,22647,4579,22688,4307,4210
351,24,76,114,104,372,387,0,1,28,361008,40,212,188,383,1551,66,4664,22689,4670,22737,4308,4210
352,24,76,113,104,374,387,0,1,28,356913,53,213,187,383,1551,66,4002,22908,4110,22926,4308,4211
353,24,76,113,104,374,387,0,1,29,358465,46,212,188,383,1551,66,4299,22919,4301,22967,4308,4212
354,24,76,111,104,378,387,0,1,29,365352,45,212,188,383,1551,66,4464,22953,4475,23007,4308,4213
355,24,76,111,103,378,389,0,1,30,361304,39,212,188,383,1551,66,4607,22993,4527,23065,4308,4214
356,24,76,110,103,380,389,0,0,30,97011,30045,212,188,383,1551,66,4669,23060,4652,23099,4309,4214
357,24,76,110,103,380,389,0,0,30,22351,63693,211,189,383,1551,66,4069,23271,4032,23295,4309,4215
358,24,76,110,103,380,389,0,0,30,5696,95746,212,188,383,1551,66,4316,23291,4170,23344,4310,4215
359,23,77,109,101,382,393,0,0,29,1440,131518,211,189,383,1551,66,4455,23331,4352,23380,4311,4215
360,23,77,109,101,382,393,0,0,29,253586,97,211,189,383,1551,66,4572,23381,4524,23414,4312,4215
361,23,77,109,101,382,393,0,0,29,340471,58,211,189,383,1551,66,4698,23419,4632,23468,4313,4215
362,23,77,109,101,382,393,0,0,29,360776,38,211,189,383,1551,66,4004,23634,4053,23668,4314,4215
363,23,77,109,100,382,395,0,0,30,89882,35221,211,189,383,1551,66,4329,23633,4178,23719,4315,4215
364,23,77,108,100,384,395,0,0,30,22335,67966,211,189,383,1551,66,4418,23684,4331,23755,4315,4216
365,21,79,107,100,386,395,0,0,28,281366,81,211,189,383,1551,66,4447,23744,4496,23800,4316,4216
366,21,79,107,100,386,395,0,0,28,332339,42,211,189,383,1551,66,4542,23790,4632,23835,4317,4216
367,21,79,105,100,390,395,0,0,28,355295,45,213,187,383,1551,66,3946,23991,3982,24048,4317,4217
368,21,79,104,99,392,397,0,0,28,362247,39,213,187,383,1551,66,4142,24024,4240,24070,4318,4217
369,21,79,104,97,392,401,0,0,29,347570,50,213,187,383,1551,66,4401,24052,4402,24095,4319,4217
370,21,79,103,97,394,401,0,0,29,367139,48,213,187,383,1551,66,4543,24090,4629,24116,4319,4218
371,21,79,102,96,396,403,0,0,29,339307,43,213,187,383,1551,66,4679,24135,4743,24162,4319,4219
372,21,79,102,96,396,403,0,0,29,343789,41,214,186,383,1551,66,4095,24336,4092,24359,4319,4220
373,21,79,102,95,396,405,0,0,30,345926,50,214,186,383,1551,66,4278,24355,4320,24402,4319,4221
374,21,79,102,94,396,407,0,0,30,91129,34386,214,186,383,1551,66,4410,24394,4446,24453,4319,4222
375,21,79,101,94,398,407,0,0,30,23426,67841,214,186,383,1551,66,4581,24428,4560,24503,4320,4222
376,21,79,101,94,398,407,0,0,30,6234,101318,214,186,383,1551,66,4613,24485,4658,24563,4321,4222
377,21,79,100,93,400,409,0,0,30,1519,135493,214,186,383,1551,66,4075,24668,4044,24767,4322,4222
378,21,79,99,93,402,409,0,0,30,435,170372,214,186,383,1551,66,4241,24707,4298,24788,4322,4223
379,19,81,98,92,404,411,0,0,28,261742,133,215,185,383,1551,66,4379,24751,4462,24821,4323,4223
380,19,81,97,92,406,411,0,0,28,326005,51,215,185,382,1552,66,4558,24792,4588,24860,4324,4223
381,19,81,97,90,406,415,0,0,28,336613,41,215,185,382,1552,66,4621,24844,4691,24917,4325,4223
382,19,81,96,89,408,417,0,0,28,356317,50,214,186,382,1552,66,3929,25058,4014,25144,4326,4223
383,19,81,95,89,410,417,0,0,28,334277,43,213,187,382,1552,66,4230,25067,4238,25178,4327,4223
384,19,81,94,88,412,419,0,0,28,346318,50,212,188,382,1552,66,4464,25062,4482,25218,4328,4223
385,19,81,93,88,414,419,0,0,29,351233,43,212,188,382,1552,66,4556,25111,4557,25277,4328,4224
386,19,81,92,88,416,419,0,0,29,355456,47,212,188,382,1552,66,4625,25172,4627,25327,4328,4225
387,19,81,92,88,416,419,0,0,30,99564,33845,212,188,382,1552,66,3977,25386,4087,25510,4329,4225
388,19,81,92,87,416,421,0,0,30,28190,66515,213,187,382,1552,66,4298,25399,4256,25540,4330,4225
389,19,81,92,85,416,425,0,0,30,6824,99368,211,189,382,1552,66,4498,25422,4425,25581,4330,4226
390,19,81,92,85,416,425,0,0,30,1801,132792,211,189,382,1552,66,4691,25446,4578,25620,4330,4227
391,19,81,91,84,418,427,0,0,30,558,165796,211,189,382,1552,66,4732,25503,4763,25653,4330,4228
392,19,81,91,83,418,425,0,1,30,192,200616,211,189,382,1552,66,4036,25720,4068,25877,4330,4229
393,17,83,91,82,418,427,0,1,28,263808,146,212,188,382,1552,66,4285,25728,4309,25905,4330,4230
394,17,83,91,82,418,427,0,1,28,332298,49,213,187,382,1552,66,4508,25748,4416,25950,4330,4231
395,17,83,91,82,418,427,0,1,29,343526,47,213,187,382,1552,66,4667,25777,4520,26010,4330,4232
396,17,83,90,82,420,427,0,1,29,348793,51,213,187,382,1552,66,4663,25847,4582,26072,4331,4232
397,17,83,89,82,422,427,0,1,29,356910,52,213,187,382,1552,66,4102,26026,4093,26256,4332,4232
398,17,83,89,82,422,427,0,1,29,347306,38,212,188,382,1552,66,4349,26033,4327,26294,4333,4232
399,17,83,89,82,422,427,0,1,29,353922,52,213,187,382,1552,66,4471,26059,4475,26357,4333,4233
400,17,83,89,82,422,427,0,1,29,342207,53,213,187,382,1552,66,4610,26108,4566,26397,4334,4233
401,17,83,89,81,422,429,0,1,30,83554,31985,213,187,382,1552,66,4700,26171,4643,26442,4335,4233
402,17,83,89,81,422,429,0,1,30,21170,66187,213,187,382,1551,67,4059,26378,4047,26632,4335,4234
403,15,85,89,78,422,435,0,1,28,5482,98428,213,187,382,1551,67,4263,26404,4278,26668,4336,4234
404,15,85,89,77,422,437,0,1,28,268316,78,213,187,382,1551,67,4479,26431,4398,26713,4337,4234
405,15,85,89,77,422,437,0,1,29,342968,45,213,187,382,1551,67,4599,26465,4629,26742,4338,4234
406,15,85,89,76,422,439,0,1,29,352347,48,213,187,382,1551,67,4712,26518,4691,26788,4338,4235
407,15,85,89,75,422,441,0,1,30,95565,32166,213,187,382,1551,67,4042,26728,4017,27012,4339,4235
408,15,85,88,75,424,441,0,1,30,26063,65255,213,187,382,1551,67,4279,26751,4239,27039,4340,4235
409,13,87,86,75,428,441,0,1,28,6892,96789,211,189,382,1551,67,4389,26797,4421,27072,4340,4236
410,13,87,85,75,430,441,0,1,28,274012,98,211,189,382,1551,67,4601,26816,4587,27104,4340,4237
411,13,87,84,73,432,441,0,2,28,322573,51,211,189,382,1551,67,4682,26859,4734,27149,4340,4238
412,13,87,83,71,434,445,0,1,28,346528,46,211,189,382,1551,67,4073,27052,4112,27353,4340,4239
413,13,87,83,71,434,445,0,1,28,343175,40,211,189,382,1551,67,4236,27090,4327,27383,4341,4239
414,13,87,83,71,434,445,0,1,28,363943,42,211,189,382,1551,67,4374,27134,4398,27436,4341,4240
415,13,87,83,71,434,445,0,1,29,348145,46,211,189,382,1551,67,4549,27152,4555,27484,4342,4240
416,13,87,83,71,434,445,0,1,29,357391,47,211,189,382,1551,67,4654,27200,4638,27534,4342,4241
417,13,87,83,70,434,443,0,2,30,88275,34645,211,189,382,1551,67,4118,27394,4013,27723,4343,4241
418,13,87,82,70,436,443,0,2,30,24846,68169,209,191,382,1551,67,4253,27438,4242,27752,4344,4241
419,11,89,82,70,436,443,0,2,28,264290,74,208,192,382,1551,67,4420,27456,4506,27775,4344,4242
420,11,89,82,70,436,443,0,2,28,323252,48,208,192,382,1551,67,4586,27491,4577,27829,4344,4243
421,11,89,81,69,438,445,0,2,28,338556,44,207,193,382,1551,67,4665,27551,4657,27877,4345,4243
422,11,89,81,69,438,441,0,3,28,354800,48,207,193,382,1551,67,4116,27729,4042,28086,4346,4243
423,11,89,79,68,442,443,0,3,29,367635,45,207,193,382,1551,67,4287,27770,4285,28101,4346,4244
424,11,89,79,68,442,443,0,3,29,356760,38,207,193,382,1551,67,4512,27797,4496,28110,4346,4245
425,11,89,79,68,442,443,0,3,30,92642,34554,207,193,382,1551,67,4689,27825,4650,28143,4347,4245
426,11,89,79,68,442,443,0,3,30,23570,69499,207,193,382,1551,67,4756,27878,4685,28202,4347,4246
427,11,89,79,68,442,443,0,3,30,5753,103557,208,192,382,1551,67,4052,28086,4146,28391,4347,4247
428,11,89,79,68,442,443,0,3,30,1428,133438,208,192,382,1551,67,4294,28105,4359,28417,4347,4248
429,10,90,77,67,446,445,0,3,29,266954,109,206,194,382,1551,67,4520,28116,4471,28464,4348,4248
430,10,90,77,67,446,445,0,3,29,338991,52,205,195,382,1551,67,4602,28176,4600,28498,4348,4249
431,10,90,77,67,446,445,0,3,29,343269,47,204,196,382,1551,67,4758,28221,4705,28526,4348,4250
432,10,90,77,66,446,447,0,3,29,353014,42,204,196,382,1551,67,4131,28427,4073,28716,4348,4251
433,10,90,77,66,446,447,0,3,29,372305,50,204,196,382,1551,67,4354,28458,4308,28724,4349,4251
434,10,90,77,66,446,447,0,3,29,360067,42,204,196,382,1551,67,4412,28517,4493,28746,4350,4251
435,10,90,77,66,446,447,0,3,29,353717,50,204,196,382,1551,67,4559,28548,4627,28787,4351,4251
436,10,90,76,66,448,447,0,3,29,344474,43,204,196,382,1551,67,4698,28577,4704,28838,4352,4251
437,10,90,75,65,450,449,0,3,30,363076,40,205,195,382,1551,67,4039,28792,4001,29052,4352,4252
438,10,90,75,64,450,451,0,3,30,89987,34498,205,195,382,1551,67,4327,28789,4269,29074,4352,4253
439,9,91,75,64,450,451,0,3,29,24325,66741,205,195,382,1551,67,4503,28809,4461,29106,4352,4254
440,9,91,75,64,450,451,0,3,29,279953,75,205,195,382,1551,67,4622,28852,4592,29144,4353,4254
441,9,91,73,64,454,451,0,3,30,332142,47,205,195,382,1551,67,4691,28902,4665,29195,4353,4255
442,9,91,72,64,456,451,0,3,30,85769,34334,206,194,382,1551,67,4042,29106,3964,29423,4353,4256
443,9,91,72,64,456,451,0,3,30,22182,66672,206,194,382,1551,67,4299,29114,4084,29477,4354,4256
444,9,91,72,64,456,451,0,3,30,5653,99634,206,194,382,1551,67,4448,29143,4363,29487,4354,4257
445,8,92,72,63,456,453,0,3,29,262338,100,205,195,382,1551,67,4577,29173,4481,29538,4355,4257
446,8,92,71,63,458,453,0,3,29,336365,43,204,196,382,1551,67,4701,29190,4596,29604,4356,4257
447,8,92,71,62,458,455,0,3,29,346333,49,203,197,382,1551,67,3989,29407,4076,29780,4356,4258
448,8,92,71,61,458,457,0,3,29,345334,60,203,197,382,1551,67,4204,29429,4273,29811,4356,4259
449,8,92,70,60,460,459,0,3,30,345741,48,203,197,382,1551,67,4368,29450,4344,29878,4356,4260
450,8,92,70,60,460,459,0,3,30,89201,35395,203,197,382,1551,67,4513,29493,4501,29905,4356,4261
451,7,93,70,60,460,459,0,3,29,21945,68955,203,197,382,1551,67,4606,29529,4615,29954,4357,4261
452,7,93,69,60,462,459,0,3,29,274678,95,203,197,382,1551,67,4061,29712,4017,30141,4357,4262
453,7,93,69,60,462,459,0,3,30,331832,43,203,197,382,1551,67,4361,29722,4301,30145,4357,4263
454,7,93,69,60,462,459,0,3,30,84217,32736,203,197,382,1551,67,4541,29755,4366,30190,4357,4264
455,7,93,68,59,464,461,0,3,31,24122,65559,203,197,382,1551,67,4628,29802,4465,30237,4358,4264
456,7,93,67,59,466,461,0,3,31,5777,97619,204,196,382,1551,67,4677,29869,4598,30262,4359,4264
457,7,93,66,59,468,461,0,3,31,1647,129901,204,196,382,1551,67,4066,30058,4026,30459,4360,4264
458,7,93,65,59,470,461,0,3,31,513,164425,204,196,382,1551,67,4208,30090,4293,30478,4361,4264
459,7,93,64,58,472,463,0,3,31,198,196820,204,196,382,1551,67,4360,30122,4432,30519,4362,4264
460,7,93,64,58,472,463,0,3,31,100,232401,202,198,382,1551,67,4458,30154,4540,30578,4362,4265
461,5,95,62,58,476,463,0,3,29,269145,121,201,199,382,1551,67,4635,30184,4663,30617,4362,4266
462,5,95,61,58,474,463,1,3,29,325016,42,201,199,382,1551,67,3989,30387,4036,30821,4362,4267
463,5,95,61,58,474,463,1,3,30,88307,34757,201,199,382,1551,67,4226,30405,4265,30847,4362,4268
464,5,95,61,58,474,463,1,3,30,22107,67896,201,199,382,1551,67,4370,30440,4387,30890,4363,4268
465,3,97,61,58,474,463,1,3,28,5702,100633,201,199,382,1551,67,4511,30470,4546,30922,4364,4268
466,3,97,60,58,476,459,1,4,28,263125,75,201,199,382,1551,67,4585,30533,4599,30969,4364,4269
467,3,97,60,58,476,459,1,4,29,321651,54,201,199,382,1551,67,4001,30722,4029,31158,4365,4269
468,3,97,60,56,476,463,1,4,29,349091,45,200,200,382,1551,67,4210,30746,4233,31183,4367,4269
469,3,97,60,56,476,463,1,4,30,84141,33109,198,202,382,1551,67,4294,30787,4388,31222,4368,4270
470,3,97,59,56,478,463,1,4,30,21291,64940,198,202,382,1551,67,4385,30814,4507,31281,4368,4272
471,2,98,59,56,478,463,1,4,29,4846,98000,198,202,382,1551,67,4523,30846,4653,31315,4369,4273
472,2,98,59,56,478,463,1,4,29,259185,107,198,202,382,1551,67,3994,31034,4005,31505,4369,4275
473,2,98,59,55,478,465,1,4,29,334913,43,198,202,382,1551,67,4252,31034,4293,31523,4370,4276
474,2,98,59,55,478,465,1,4,29,348327,42,197,203,382,1551,67,4400,31064,4480,31545,4372,4276
475,2,98,59,55,478,465,1,4,30,88500,31610,198,202,382,1551,67,4600,31091,4610,31569,4373,4277
476,2,98,58,55,480,465,1,4,30,23514,64912,197,203,382,1551,67,4700,31147,4637,31617,4373,4279
477,2,98,57,54,482,467,1,4,30,5803,96898,198,202,382,1551,67,4121,31331,4082,31786,4375,4279
478,2,98,57,54,482,467,1,4,30,1504,127527,198,202,382,1551,67,4357,31345,4269,31818,4376,4280
479,1,99,56,54,484,467,1,4,29,439,163227,198,202,382,1551,67,4457,31383,4505,31828,4377,4281
480,1,99,56,54,484,467,1,4,29,265261,127,199,201,382,1551,67,4517,31428,4687,31853,4379,4281
481,1,99,56,54,484,467,1,4,29,323624,47,198,202,382,1551,67,4651,31465,4710,31911,4379,4283
482,1,99,55,53,486,461,1,6,29,323795,48,198,202,381,1552,67,4139,31634,3999,32121,4380,4284
483,1,99,55,53,486,461,1,6,30,352333,45,198,202,381,1552,67,4301,31663,4259,32139,4381,4285
484,1,99,54,52,488,463,1,6,30,83954,34218,198,202,381,1552,67,4431,31696,4354,32187,4381,4287
485,0,100,53,52,490,463,1,6,28,21726,69783,198,202,381,1552,67,4577,31739,4551,32199,4382,4288
486,0,100,53,52,490,463,1,6,28,262418,101,198,202,381,1552,67,4691,31784,4716,32219,4383,4289
487,0,100,53,52,490,463,1,6,28,332005,41,200,200,381,1552,67,3986,31998,4140,32405,4384,4290
488,0,100,52,52,492,463,1,6,28,343059,45,198,202,381,1552,67,4334,31985,4298,32442,4385,4291
489,0,100,51,51,494,465,1,6,29,346794,43,197,203,381,1552,67,4405,32039,4499,32460,4385,4293
490,0,100,50,51,496,465,1,6,29,360439,44,198,202,381,1552,67,4586,32064,4627,32490,4386,4294
491,0,100,50,50,496,467,1,6,29,356131,42,198,202,381,1552,67,4707,32094,4761,32531,4387,4295
492,0,100,50,50,496,467,1,6,29,364088,45,199,201,381,1552,67,4080,32304,4087,32733,4389,4295
493,0,100,49,50,498,467,1,6,29,342072,41,199,201,380,1553,67,4311,32330,4295,32740,4391,4295
494,0,100,48,49,500,469,1,6,29,350347,46,199,201,380,1553,67,4341,32367,4489,32780,4392,4296
495,0,100,48,47,500,473,1,6,30,85741,32744,198,202,380,1553,67,4518,32404,4549,32817,4392,4298
496,0,100,48,46,500,475,1,6,30,20655,64203,198,202,380,1553,67,4636,32435,4644,32861,4392,4300
497,0,100,46,46,504,475,1,6,28,278599,77,198,202,380,1553,67,4007,32634,4085,33030,4392,4302
498,0,100,45,46,506,475,1,6,28,342322,43,197,203,380,1553,67,4160,32676,4349,33036,4393,4303
499,0,100,45,46,506,475,1,6,29,348608,45,197,203,380,1552,68,4284,32714,4474,33075,4394,4304
