445,0,50,23,24,314,345,42,33,17,46418,5687,26,24,0,0,300,368,84,350,91,3075,3000
446,0,50,23,24,306,345,44,33,17,52136,4994,27,23,0,0,300,368,83,350,90,3086,3012
447,0,50,23,24,306,345,44,33,17,56289,4469,28,22,0,0,300,364,84,350,89,3097,3023
448,0,50,23,23,306,347,44,33,17,61397,4010,29,21,0,0,300,364,84,350,89,3108,3033
449,0,50,23,23,306,347,44,33,18,66436,3413,29,21,0,0,300,364,83,350,89,3117,3045
450,0,50,23,23,306,347,44,33,18,72191,3067,29,21,0,0,300,364,83,350,88,3125,3058
451,0,50,23,23,306,347,44,33,18,77238,2664,31,19,0,0,300,364,83,350,88,3136,3066
452,0,50,23,23,302,339,45,35,18,82732,2262,31,19,0,0,300,360,84,346,89,3151,3070
453,0,50,23,23,302,339,45,35,18,88270,1923,31,19,0,0,300,360,84,346,89,3163,3077
454,0,50,23,23,302,339,45,35,18,95157,1642,29,21,0,0,300,360,83,346,89,3173,3088
455,0,50,23,23,302,339,45,35,19,99470,1471,29,21,0,0,300,360,83,346,89,3179,3103
456,0,50,23,22,302,341,45,35,19,104878,1322,28,22,0,0,300,360,83,346,89,3193,3111
457,0,50,23,22,302,341,45,35,19,109919,1158,29,21,0,0,300,360,83,342,90,3204,3121
458,0,50,23,22,302,341,45,35,19,115191,1033,28,22,0,0,300,360,83,342,89,3216,3131
459,0,50,23,22,302,341,44,35,19,119513,879,29,21,0,0,300,360,83,342,89,3222,3146
460,0,50,23,22,302,341,44,35,19,124282,781,30,20,0,0,300,360,83,342,89,3230,3158
461,0,50,23,22,302,341,44,34,19,129832,707,31,19,0,0,300,360,83,342,88,3241,3166
462,0,50,23,22,302,341,44,34,19,133348,643,30,20,0,0,300,359,83,338,89,3254,3173
463,0,50,23,22,302,341,44,34,19,137795,602,30,20,0,0,300,359,82,338,89,3266,3181
464,0,50,23,22,302,341,44,34,19,142693,536,30,20,0,0,300,355,83,338,89,3276,3191
465,0,50,23,22,302,341,44,34,19,146309,490,30,20,0,0,300,355,83,338,89,3292,3195
466,0,50,23,22,298,333,45,36,19,151054,420,29,21,0,0,300,355,83,338,89,3301,3207
467,0,50,23,22,298,333,45,36,20,66186,5674,29,21,0,0,300,351,83,338,89,3309,3220
468,0,50,23,22,298,333,45,36,20,27492,11390,27,23,0,0,300,351,83,338,89,3325,3227
469,0,50,23,22,298,333,45,36,18,14080,15671,24,26,0,0,300,351,83,338,89,3336,3242
470,0,50,23,22,298,333,44,36,18,18689,13312,26,24,0,0,300,351,84,338,89,3342,3260
471,0,50,23,22,294,325,45,38,18,23036,11301,26,24,0,0,300,351,83,338,89,3351,3275
472,0,50,23,22,294,325,45,38,18,28903,10198,24,26,0,0,300,351,83,338,89,3364,3288
473,0,50,23,22,294,325,44,37,18,34428,9245,23,27,0,0,300,351,84,338,89,3377,3302
474,0,50,22,21,296,327,44,37,18,40673,8290,23,27,0,0,300,351,83,338,89,3390,3316
475,0,50,22,21,296,327,44,37,18,44698,6957,23,27,0,0,300,351,83,338,89,3406,3327
476,0,50,22,21,296,319,44,39,18,47956,5925,25,25,0,0,300,351,83,338,89,3415,3343
477,0,50,22,21,296,319,44,39,19,52881,5383,26,24,0,0,300,347,84,333,90,3432,3350
478,0,50,22,21,296,319,44,39,19,57892,5036,27,23,0,0,300,347,84,333,90,3446,3359
479,0,50,22,21,296,319,44,39,20,24400,10193,27,23,0,0,300,347,84,333,90,3455,3373
480,0,50,22,21,296,319,44,39,20,12586,14537,28,22,0,0,300,347,84,333,90,3469,3381
481,0,50,22,21,296,319,44,39,19,17006,12848,27,23,0,0,300,347,82,333,89,3476,3397
482,0,50,22,21,296,319,44,38,19,21984,10649,26,24,0,0,300,347,82,332,90,3488,3409
483,0,50,22,21,296,319,44,38,19,26429,9689,25,25,0,0,300,347,82,332,90,3500,3422
484,0,50,22,21,296,319,44,37,19,30900,8841,25,25,0,0,300,347,81,332,91,3513,3434
485,0,50,22,21,296,319,44,37,19,37664,7895,28,22,0,0,300,347,81,332,91,3524,3445
486,0,50,22,21,296,319,44,36,19,42905,6859,28,22,0,0,300,347,81,332,91,3537,3454
487,0,50,22,21,296,319,44,36,20,48014,6074,28,22,0,0,300,347,81,328,91,3546,3467
488,0,50,22,21,296,319,44,36,20,21358,11007,27,23,0,0,300,347,81,328,91,3555,3481
489,0,50,22,21,296,319,44,36,20,12364,14999,27,23,0,0,300,347,81,328,91,3565,3494
490,0,50,21,21,298,319,44,36,20,10302,18984,29,21,0,0,300,347,81,328,90,3578,3502
491,0,50,21,20,298,321,44,36,20,6781,21137,26,24,0,0,300,347,80,328,90,3594,3510
492,0,50,21,20,294,317,45,37,20,7291,23941,27,23,0,0,300,343,80,328,90,3609,3518
493,0,50,21,20,294,317,45,37,18,6583,25328,25,25,0,0,300,343,80,328,90,3621,3531
494,0,50,21,20,294,317,45,37,18,9069,22637,25,25,0,0,300,343,80,328,88,3632,3545
495,0,50,21,19,294,319,45,36,17,13143,20480,25,25,0,0,300,343,79,328,89,3641,3561
496,0,50,21,18,294,321,44,36,17,17538,17827,24,26,0,0,300,343,79,328,89,3653,3575
497,0,50,21,18,294,321,44,36,15,22953,15794,22,28,0,0,300,343,79,320,91,3668,3588
498,0,50,21,18,294,321,44,36,15,28020,13961,24,26,0,0,300,343,78,320,91,3679,3603
499,0,50,21,18,294,321,44,36,16,32585,12322,24,26,0,0,300,343,78,320,91,3694,3614
